fecha,hora_declarada,modelo,total_abordo,pasajeros_a_bordo,tripulacion_a_bordo,total_fallecidos,pasajeros_fallecidos,tripulacion_fallecidos,resumen,pais,tipo_operador,tipo_modelo
1939-03-26,14:00,Douglas DC-2-112,12,9,3,8,7,1,explosion engine takeoff blew two halves cowl open creating excessive drag causing left wing drop captain tried circle back wing impacted embankment along section line road crashed 100 yards inside boundary either hot metal engines source ignited fuel spilling ruptured tank cabin quickly engulfed flames initial cause explosion cylinder blow problem particular engine caused problems two aircraft twa united dc2 landed safely,EE.UU,Comerciales,Avion
1939-04-03,00:00,Caudron C.635 Simoun,9,0,0,9,0,0,crashed mountain,Morocco,Comerciales,Avion
1939-05-01,00:00,Short S-23 Empire Flying Boat,4,0,4,2,0,2,aborted landing plane hit water came rest ilha de mocambique island,Mozambique,Comerciales,Avion
1939-05-02,15:00,Dewoitine D-338,9,6,3,9,6,3,crashed burned mountainous area due icing,Morocco,Comerciales,Avion
1939-05-08,12:00,Curtiss-Wright C-14 Osprey,1,0,1,1,0,1,performing aerobatics aircraft lost control crashed numerous building near college,Ecuador,Militares,Avion
1939-06-10,16:00,Koolhoven FK.43,3,1,2,3,1,2,crew made steep turn beach low speed stalled crashed two student pilotswere flying plane,Netherlands,Comerciales,Avion
1939-06-20,00:00,de Havilland DH.89 Dragon Rapide,3,1,2,3,1,2,aircraft hit slope mt doras seat flying low,United Kingdom,Comerciales,Avion
1939-07-20,18:00,Junkers JU86 Z-2,6,4,2,6,4,2,attempting land aircraft crashed engine fire caused loss air speed stall,Switzerland,Comerciales,Avion
1939-08-04,00:00,Junkers JU-52/3m,7,4,3,7,4,3,crashed llaveria mountains heavy fog caught fire plane hit highest peak mountains,Spain,Comerciales,Avion
1939-08-13,16:00,Sikorsky S43 (flying boat),16,12,4,14,10,4,plane lost power left engine yawed left started descending turn direction plane continued lose altitude turn sharper steeper angle struck caisson anchored right angles small island harbor immediately adjacent landing approach path loss power left engine landing approach necessitating attempted landing extremely hazardous conditions,Brazil,Comerciales,Avion
1939-08-15,13:00,Lockheed 10 Electra,6,4,2,5,4,1,crashed sea fire aboard leakage fuel overflow boxes resulted overfilling fuel tanks,Denmark,Comerciales,Avion
1939-08-28,00:00,De Havilland D-84,2,1,1,2,1,1,crashed en route unknown reasons,India,Comerciales,Avion
1939-08-30,00:00,Junkers JU-52/3m,7,4,3,7,4,3,aircraft crashed taking hanover visibility poor low fog covering runway pilot searching proper flight path plane veered towards building still 40 meters ground pilot tried raise plane trying turn left time lost control crashed plane caught firethe passengers pilots lufthansa,Germany,Comerciales,Avion
1939-10-10,07:00,Junkers W-34,5,3,2,5,3,2,crashed en route,Colombia,Comerciales,Avion
1939-11-20,00:00,Airspeed Oxford,2,0,2,2,0,2,collided mooring ballonwent control crashed,England,Comerciales,Avion
1939-12-21,13:00,Lockheed 14 Super Electra,8,6,2,5,3,2,ditched sea 300 miles nw alexandria egypt ship rescued six survivers,Malta,Comerciales,Avion
1939-12-24,08:00,Savoia-Marchetti SM83,7,3,4,7,3,4,crashed mountain 60 km southeast mogadorin storm attempting make forced landing,Morocco,Comerciales,Avion
1940-01-22,00:00,Lockheed 14 Super Electra,9,5,4,8,5,3,crashed sea shortly takeoff cause unknown,Indonesia,Comerciales,Avion
1940-02-10,00:00,Savoia-Marchetti SM-75,10,4,6,10,4,6,crashed burned hill side fog prior crashing crew reported ice wings,Italy,Comerciales,Avion
1940-03-01,13:00,Handley Page HP-42,8,4,4,8,4,4,crashed persian gulf en route trace aircraft named hannibal,Oman,Comerciales,Avion
1940-03-16,00:00,Savoia Marchetti SM 73,14,10,4,14,10,4,plane crashed stromboli volcano cause possibly bad weather electromagnetic phenomena,Italy,Comerciales,Avion
1940-04-22,00:00,Lockheed 14 Super Electra,5,2,3,5,2,3,struck mountain course 10 miles west reduced visibility,Scotland,Comerciales,Avion
1940-06-02,00:00,Douglas DC-5,5,0,5,5,0,5,crashed burned government test flight,EE.UU,Comerciales,Avion
1940-06-14,14:00,Junkers JU-52/3mge,9,7,2,9,7,2,plane en route shot two soviet tupolev sb2 bombers aircraft crashed 23 nm offshore prangli island near keri lighthouse aircraft named kaleva,Estonia,Comerciales,Avion
1940-06-20,00:00,Dewoitine D-338,1,0,0,1,0,0,inadvertently shot french antiaircraft fire,France,Comerciales,Avion
1940-08-09,00:00,Douglas DC-2-115H,13,10,3,2,2,0,cause described except pilot error,Germany,Comerciales,Avion
1940-08-13,10:00,Lockheed Hudson A16-97,10,6,4,10,6,4,plane seen circling canberra aerodrome headed west make final approach landing aircraft momentarily disappeared behind one hills surround airport reappeared sound engines gunned aircraft disappeared explosion sight large plume black smoke followed board hudson killed including several high ranking australian military leaders witness later said aircraft appeared drop left wing dip nose steeply classic symptoms stall close ground recovery,Australia,Militares,Avion
1940-08-23,00:00,Douglas DC-3,15,12,3,15,12,3,approaching clujnapoca west aircraft assigned track hit slope mt gaina hail thunderstorm,Romania,Comerciales,Avion
1940-08-31,14:00,Douglas DC-3,25,21,4,25,21,4,aircraft flying thunderstorm turbulence nosed plunged earth near short hill mountain disabling pilots severe lightning discharge immediate neighborhood airplane resulting loss control limited accident investigation tools time likely cause plane flying windshear us senator ernest lundeen minnesota killed,EE.UU,Comerciales,Avion
1940-10-22,00:00,Lockheed 10 Electra,12,9,3,7,4,3,crashed attempting land,Croatia,Comerciales,Avion
1940-10-29,00:00,Douglas DC-2,14,10,4,9,8,1,shot japanese military fighters plane ran 5 japanese fighters made emergency landing remote field machinegunned trying escape,China,Comerciales,Avion
1940-10-29,00:00,Douglas DC-3,15,12,3,2,0,2,hit ground short runway reduced visibility,Germany,Comerciales,Avion
1940-11-04,19:00,Junkers Ju-52/3m,17,14,3,17,14,3,crashe storm en route wreckage found 15 months later,Bolivia,Comerciales,Avion
1940-11-04,04:00,Douglas DC-3,10,8,2,10,8,2,aircraft crashed bountiful peak wasatch mountains snowstorm 3 nm ne centerville failure communications operators tintic plymouth salt lake city utah whose duty monitor range detect malfunctioning immediately notify concerned failure pilot follow fullest extent established radio range technique accordance requirements procedure established united approved civil aeronautics administration,EE.UU,Comerciales,Avion
1940-11-08,00:00,Junkers Ju53/2m,18,14,4,18,14,4,midair collision private plane collision aircraft crashed botafogo bay seventeen killed junkers 1 private plane,Brazil,Comerciales,Avion
1940-11-08,15:00,Junkers JU-90A-1,29,23,6,29,23,6,crashed en route poor weather condtions icing,Germany,Comerciales,Avion
1940-12-04,17:00,Douglas DC-3A,16,13,3,10,7,3,aircraft crashed attempting land chicago failure pilot exercise degree caution skill required avert stall approaching landing short northwest runway substantial contributing factor accident error judgment pilot choosing short runway landing accumulation ice wings may increased stalling speed plane,EE.UU,Comerciales,Avion
1940-12-24,11:00,Savoia-Marchetti SM.75,7,3,4,7,3,4,en route aircraft shot pilot raf fighter crashed sea 40 miles southwest capri island,Italy,Comerciales,Avion
1941-01-15,12:00,Savoia-Marchetti SM-75,10,6,4,10,6,4,crashed near equator crew lost engine three hours taking sos transmitted trace plane ever found,Brazil,Comerciales,Avion
1941-01-17,12:00,Junkers JU-52/3m,16,13,3,12,9,3,engine stalled initial climb plane crashed burned,Hungary,Comerciales,Avion
1941-01-20,00:00,Ford 5-AT Tri-Motor,6,1,5,5,1,4,crashed mountain thunderstorm reduced visibility,China,Comerciales,Avion
1941-01-23,04:00,Douglas DC-3-3,13,10,3,2,1,1,shortly passing west boundary airport pilot started left turn turn plane contracted trees 113 feet level airport full power applied engines attempt pull trees struck pilot lost control aircraft crashed ground point approximately onefourth mile southwest airport boundary action pilot attempting landing adverse weather conditions disregard minimums prescribed civil aeronautics administration maneuvering landing dangerously low altitude,EE.UU,Comerciales,Avion
1941-02-06,02:00,Lockheed 14-H2 Super Electra,12,9,3,12,9,3,plane crashed right wing struck tree pilot attempting land adverse weather struck several trees landed inverted swamp,Canada,Comerciales,Avion
1941-02-26,11:00,Douglas DC-3,16,13,3,9,6,3,aircraft crashed hill pine woods near chandler field attempting make instrument landing approach rain fog failure captain charge flight exercise proper degree fare checking altimeters determine whether correctly set properly functioning commencing landing approach substantial contributing factor absence established uniform cockpit procedure eastern air lines captain copilot required make complete check controls instruments landing operations captain edward rickenbacker president eastern air lines survived crash,Georgia,Comerciales,Avion
1941-03-01,15:00,Junkers JU-52/3m,12,9,3,3,3,0,seaplane crashed attemping land sunk,Norway,Comerciales,Avion
1941-03-28,11:00,Lockheed 18 Lodestar,10,6,4,10,6,4,crashed mountain near elands bay inclement weather,South Africa,Comerciales,Avion
1941-06-18,00:00,Douglas DC-3,18,3,15,0,0,0,stalled crashed takeoff,Romania,Comerciales,Avion
1941-06-21,00:00,Mitsubishi MC-20,18,15,3,18,15,3,crashed en route cause unknown,Japan,Comerciales,Avion
1941-07-30,09:00,Macchi C.100,25,20,5,5,5,0,engine failed crew decided return encountered turbulence crashed,Italy,Comerciales,Avion
1941-08-10,20:00,Consolidated LB-30A Liberator,22,17,5,22,17,5,crashed mountain ridge rain low visibility overcast conditions navigational error,Scotland,Comerciales,Avion
1941-08-14,20:00,Consolidated LB-30A Liberator,22,0,0,22,0,0,crashed burned takeoff heathfield airfield veered runway striking small building embankment,Scotland,Comerciales,Avion
1941-08-18,00:00,Lockheed 18 LodeStar,14,10,4,8,5,3,goaround plane diverted prescribed course crashed mountain,Brazil,Comerciales,Avion
1941-09-01,00:00,Consolidated 32-2 Liberator I,10,0,0,10,0,0,crashed hillside,Scotland,Comerciales,Avion
1941-09-01,13:00,Bloch 220,17,14,3,15,12,3,aircraft crashed lake bolomon engine failure takeoff windy conditions,France,Comerciales,Avion
1941-10-03,17:00,Sikorsky S-42B (flying boat),15,9,6,2,2,0,following approach aircraft contacted water unduly noselow attitude moving sideways relative water almost immediately first contact water aircraft swerved violently right broke several major sections failure captain exercise requisite caution skill landing contributing factor smooth surface water rendered difficult captains depth perception well exact determination lateral movement aircraft,Puerto Rico,Comerciales,Avion
1941-10-28,00:00,Junkers JU-53/3m,13,10,3,13,10,3,crashed greekhungarian border cause unknown,Bulgaria,Comerciales,Avion
1941-10-30,02:00,Douglas DC-3,15,13,2,14,13,1,crashed fog mist due icing wings pilot clarence bates thrown clear wreckage lone survivor accumulation ice wings surfaces airplane increasing stalling speed drag airplane power required maintain flight action captain descending attempt landing fargo known icing conditions critical ceiling conditions instead proceeding available alternate,EE.UU,Comerciales,Avion
1941-10-30,22:00,Douglas DC-3,20,17,3,20,17,3,aircraft flight new york chicago circled wooded area 3 4 times looking landing spot stalling diving plowed field cause unknown,Canada,Comerciales,Avion
1941-11-29,05:00,Tupolev ANT-6,36,31,5,7,5,2,initial climb night pilot command suffered spatial disorientation stalled plane crashed,Turkmenistan,Comerciales,Avion
1941-12-11,00:00,SinDato,3,0,0,3,0,0,nan,EE.UU,Comerciales,Avion
1941-12-26,11:00,Tupolev ANT-6,34,28,6,26,21,5,crew decided takeoff belowminima weather conditions low clouds fog turbulences severe icing attempting return airport aircraft lost altitude crashed field,Kazakhstan,Comerciales,Avion
1941-12-29,00:00,Short S-23 Empire Flying Boat,4,0,4,4,0,4,taking plane hit debris water broke,Indonesia,Comerciales,Avion
1942-01-16,19:00,Douglas DC-3,22,19,3,22,19,3,aircraft crashed mt potosi double peak table spring mountain olcott mountain 32 miles sw las vegas nv 15 minutes taking western airlines terminal building las vegas aircraft clipped rocky ledge cartwheeled face cliff exploded scattering wreckage bottom ravine actress carole lombard 33 mother press agent killed crash mother want fly coin tossed see whether trip would made train plane actress returning warbond promotion flight 67 miles course unknown reasons failure captain follow proper course make use navigation facilities available contributing factor blackout beacons area made necessary war emergency,EE.UU,Comerciales,Avion
1942-01-20,00:00,Lockheed Hudson,11,7,4,11,0,4,shortly taking left engine caught fire plane stalled crashed,Indonesia,Militares,Avion
1942-02-15,08:00,Consolidated Liberator,9,4,5,9,4,5,shot error two royal air force spitfire fighters,England,Comerciales,Avion
1942-02-19,00:00,Douglas DC-2,1,0,1,1,0,1,crashed unknown circumstances,China,Comerciales,Avion
1942-02-20,00:00,deHavilland DH-86,9,7,2,9,7,2,crashed shortly takeoff archerfield airfiield hillside suffered structural failure flying adverse weather conditons wind low overcast,Australia,Comerciales,Avion
1942-03-03,00:00,Douglas DC-3,12,8,4,8,0,0,shot japanese military aircraft,Australia,Comerciales,Avion
1942-03-03,00:00,Consolidated B-24 Liberator,21,19,2,20,18,2,shot shortly taking japanese fighter,Australia,Militares,Avion
1942-03-14,21:00,Douglas DC-2-221,17,14,3,13,10,3,crashed 2 km kunming airdome shortly takeoff possible causes include engine failure overloading sabotage temporary blinding bright light,China,Comerciales,Avion
1942-04-21,21:00,Lockheed 14 Electra,12,10,2,12,10,2,aircraft government charter carrying us teletype operators course theyd completed brisbane departed archerfield brisbane 0622 est refuelled charleville cloncurry daily waters departing daily waters 1655 central standard time chain events happened remained lost scattered thunderstorms drizzle blacked north told darwin df hundred miles north really due inadequacies equipment time day storms long distance attempt force land running fuel probably engine failure fuel starvation lower engine oozed around slow turn captain would peering forward open window trying locate lighter grassy spot bush put rain probably would slow descend rapidly likely spot sighted increasing power remaining engine electra flipped vertical bank struck ridge top wreckage found 6221943 feel would slow descend rapidly likely spot sighted increasing power remaining engine electra flipped vertical bank struck ridge top one wing undamaged removed site found lockheed 14s renown nasty buggers low speed one engine,Australia,Comerciales,Avion
1942-05-01,23:00,Douglas DST-A-207A,17,14,3,17,14,3,taking salt lake aircraft proceeded wrong direction crashed side hill 38 miles northeast salt lake city airport point impact elevation 5053 feet sea level 830 feet airport deviation proper course reasons undetermined,EE.UU,Comerciales,Avion
1942-05-12,11:00,Douglas DC-3-A-269,14,10,4,3,0,3,plane hit obstruction end runway overran runway boundry crashed failure captain complete landing run time avoid obstruction end runway reasons undetermined action attempting take striking obstruction,EE.UU,Comerciales,Avion
1942-05-19,00:00,Savoia-Marchetti SM-75,20,16,4,20,16,4,stalled struck trees crashed burned immediately takeoff,Italy,Comerciales,Avion
1942-07-01,12:00,Douglas C-49E,21,19,2,21,19,2,flew thunderstorm observed near vertical dive crashing ground icing possible overloading,EE.UU,Militares,Avion
1942-07-07,00:00,Lockheed Hudson,10,0,10,10,0,10,approaching amberley night crew became lost continued south running fuel aircraft crashed sea 3 km broken head sunk,Australia,Militares,Avion
1942-07-20,00:00,Lockheed Hudson,13,10,3,13,10,3,aircraft went control flying thunderstorm activity may struck lightning,England,Comerciales,Avion
1942-08-13,00:00,Liore et Olivier H-246 Air Boat,10,6,4,4,4,0,attacked royal air force fighters crashed water attempting land sank,Algeria,Comerciales,Avion
1942-08-23,13:00,Short Sunderland,15,11,4,14,10,4,plane crashed flight iceland wwii aircraft part 228th squadron raf plane hit high ground eagle rock scottish highlands poor visibility possible navigational error exact cause unknown prince george duke kent among dead,Scotland,Comerciales,Avion
1942-09-27,00:00,Dewoitine D-342,25,18,7,25,18,7,crashed takeoff inflight failure wing,Algeria,Comerciales,Avion
1942-09-28,09:00,Lockheed 18 Loadstar,15,11,4,15,11,4,struck mountain 5 miles destination adverse weather,Brazil,Comerciales,Avion
1942-10-01,00:00,Douglas C-47,0,0,0,0,0,0,crashed attempting land losing oil pressure one engine,China,Comerciales,Avion
1942-10-01,09:00,Douglas C-39-DO  (DC-2),22,17,5,22,17,5,aircraft made wide descending turn engines running roughly crashed hill poor visibility,Puerto Rico,Militares,Avion
1942-10-22,13:00,GVF PS-84,12,7,5,10,5,5,crashed final approach icing incorrect weather conditions supplied crew,Russia,Comerciales,Avion
1942-10-22,00:00,Junkers JU-52/3m,17,14,3,17,14,3,aircraft struck north slope mt fruka gora improper weather information provided crew,Romania,Comerciales,Avion
1942-10-23,17:00,Douglas DC-3 / Lockheed B-34,13,10,3,12,10,2,midair collision army bomber airliner chino canyon near palm springs 9000 feet destroying rudder dc3 12 aboard dc3 killed lockheed b34 landed safely minor damage reckless irresponsible conduct bomber pilot william wilson deliberately maneuvering bomber dangerous proximity airliner unjustifiable attempt attract attention first officer friend aboard airliner composer song writer ralph rainger 41 killed,EE.UU,Militares,Avion
1942-10-24,00:00,Boeing 247,6,4,2,6,4,2,struck mouintian 8km la esperanza,Colombia,Comerciales,Avion
1942-10-30,00:00,Handley Page HP-57 Halifax,10,7,3,10,7,3,flight ten hours overflying south part norway bomber shot enemy fire crashed,Norway,Comerciales,Avion
1942-11-17,00:00,Grazhdansky Vozdushnyi Flot PS-84,20,16,4,20,16,4,stalled immediately becoming airborne crashed icing,Russia,Comerciales,Avion
1942-12-12,00:00,Tupolev A.N.T. 20bis,36,30,6,36,30,6,attempting land attitude plane became almost vertical dove ground exploded reported captain left seat passenger disengaged autopilot assumed control plane,Russia,Comerciales,Avion
1942-12-15,01:00,Douglas DC-3A,19,15,4,17,13,4,crashed performing violent maneuver failure left possibly wing tips horizontal tail surfaces result sever pullup caused unusual abnormally high air loads reason pullup maneuver determined,EE.UU,Comerciales,Avion
1942-12-19,16:00,Junkers JU-52/3m,16,13,3,2,2,0,crashed 2 km airport attempting land vienna refuel,Austria,Comerciales,Avion
1942-12-20,19:00,Lockheed 14-H2 Super Electra,13,10,3,13,10,3,crashed slopes mt cheam 7000 feet possible complete electrical failure resulting deviation prescribed route,Canada,Comerciales,Avion
1943-01-09,10:00,Short S-26 (flying boat),15,11,4,13,10,3,crashed river tagus fire broke aboard plane attempting emergency landing ship porpoised slamed back broke separation cylinder may thrown oil started blaze,Portugal,Comerciales,Avion
1943-01-15,00:00,Douglas C-54A,35,26,9,35,26,9,exploded midair crashed along coast south american en route africa,Guyana,Militares,Avion
1943-01-21,07:00,Martin M-130 (flying boat),19,10,9,19,10,9,flew 2500 ft mountain circling bad weather unable land darkness deciding whether divert san diego clipped trees struck ground broke failure captain determine position accurately descending dangerously low altitude extremely poor weather conditions hours darkness aircraft named philippine clipper,EE.UU,Comerciales,Avion
1943-01-22,15:00,Douglas DC-3A,15,11,4,14,10,4,aircraft crashed mt chaparra andes mountains en route action pilot continuing flight instruments overcast contrary company flight procedure according evidence pilot aware,Peru,Comerciales,Avion
1943-02-18,12:00,Boeing XB-29,10,0,10,10,0,10,lost altitude struck power lines crashed packing house encountering engine fire test flight,EE.UU,Privados,Avion
1943-02-22,06:00,Boeing B-314 (flying boat),39,33,6,25,20,5,crashed tagus river poor weather attempting land inadvertent contact left wing tip aircraft water making descending turn preparatory landing aircraft named yankee clipper novelist ben robertson singer actress tamara drasin 34 among killed actress jane froman seriously injured later divorced husband married copilot saved life despite serious injury divorced,Portugal,Comerciales,Avion
1943-03-11,00:00,Douglas C-53,3,0,3,3,0,3,cargo plane caught downdraft mountain pass en route crashed,China,Comerciales,Avion
1943-03-13,00:00,Douglas C-53,3,0,3,3,0,3,disappeared himalayas,China,Comerciales,Avion
1943-03-27,05:00,Douglas C-47-DL,24,20,4,24,20,4,aircraft taking darkness poor visibility crashed heavy timber caught fire,Australia,Militares,Avion
1943-04-22,20:00,Short S-23,31,27,4,13,11,2,stalled crashed poor weather water emergency landing open sea broke heavy seas,Guinea,Comerciales,Avion
1943-06-01,11:00,Douglas DC-3,17,13,4,17,13,4,shot german air force bay biscay last message received plane attacked enemy aircraft aircraft dutch crew british actor leslie howard 42 killed speculated plane attacked germans believed british prime minister winston churchill aboard theories suggest plane targeted several passengers including howard british spies,France,Comerciales,Avion
1943-06-07,04:00,Douglas C-47A-DL,20,16,4,20,16,4,crashed thunderstorm activity attempting land,EE.UU,Militares,Avion
1943-06-14,06:00,B-17C Flying Fortress,41,35,6,40,34,6,aircraft took ground fog leveled altitude 300 feet plane stalled crashed exploded,Australia,Militares,Avion
1943-06-16,00:00,Lockheed Hudson VI,17,0,0,17,0,0,nan,Sudan,Comerciales,Avion
1943-06-30,00:00,Lockheed Hudson VI,16,0,0,16,0,0,nan,Sudan,Comerciales,Avion
1943-07-28,05:00,Short S-25 Sunderland 3 (flying boat),25,18,7,10,9,1,wing struck side mountain crew descended overcast conditions pilot error captain descended without obtaining bearings ground determine position accurately,Ireland,Comerciales,Avion
1943-07-28,22:00,Douglas DC-3,22,18,4,20,16,4,aircraft crashed trees attempting land strong turbulence violent downdrafts evidence occupants cabin victims suffocation fire inability effect exit aircraft loss control aircraft due unusually severe turbulence violent downdraft caused thunderstorm unknown unpredictable intensity,EE.UU,Comerciales,Avion
1943-08-01,15:00,Consolidated B-24,10,0,10,10,0,10,crashed womens prison hit antiaircraft fire bombing run,Romania,Militares,Avion
1943-08-07,05:00,Douglas C-47-DL,27,23,4,27,23,4,twenty minutes taking aircraft crashed cleveland bay several miles offshore,Australia,Militares,Avion
1943-08-11,00:00,Douglas C-53,3,0,3,3,0,3,cargo plane shot japanese fighters,China,Comerciales,Avion
1943-08-14,04:00,Savoia-Marchetti SM.75,17,13,4,17,13,4,taking aircraft lost control crashed offshore,Greece,Comerciales,Avion
1943-08-27,09:00,Junkers JU-52/3m,21,18,3,18,18,3,struck naval academy building attemptin take heavy fog plane broke two fell harbor plane named city rio de janiero,Brazil,Comerciales,Avion
1943-09-10,16:00,Boeing B-17F / Boeing B-17F,22,0,22,22,0,22,midair collision gulf mexico flying formation eleven killed plane,EE.UU,Militares,Avion
1943-09-20,08:00,Douglas C-53D-DO,25,21,4,25,21,4,crashed wooded area nearly colliding glider towed another aircraft evasive maneuver caused aircraft stall crash,EE.UU,Militares,Avion
1943-09-22,06:00,Douglas C-53,20,15,5,20,15,5,cashed trees shortly taking,India,Militares,Avion
1943-10-15,23:00,Douglas DC3-G102,15,11,4,15,11,4,aircraft struck ground nosefirst vertical attitude en route completely demolished impact inability aircraft gain maintain altitude due carburetor ice propeller ice wing ice combination icing conditions terrain weather unsuitable emergency landing weather conditions nature anticipated precluded dispatch flight aircraft equipped wing propeller deicing equipment,EE.UU,Comerciales,Avion
1943-10-19,02:00,Consolidated B-24,24,20,4,24,20,4,plane crashed snowstorm cliff near summit black mountain 60 miles north destination montreal wreckage located three years later,Canada,Militares,Avion
1943-10-22,23:00,Douglas DC-3,15,12,3,13,12,3,shot ju88 german military aircraft attempting ditch plane aircraft hit cliff,Sweden,Comerciales,Avion
1943-10-22,20:00,Douglas C-47-DL,20,15,5,20,15,5,stalled making descending turn parachute exercise,Georgia,Militares,Avion
1943-11-05,22:00,Short Sunderland 3,19,10,9,19,10,9,crashed inflight fire started behind one engines,Libya,Comerciales,Avion
1943-11-08,00:00,SinDato,1,0,0,1,0,0,crashed village,India,Militares,Avion
1943-11-19,00:00,Douglas C-53,3,0,3,2,0,2,cargo plane crashed short runway poor weather conditions,China,Comerciales,Avion
1943-11-19,00:00,Douglas C-47,3,0,3,3,0,3,navigational error caused cargo plane strike mountain,China,Comerciales,Avion
1943-11-26,04:00,Lockheed L-18-56 Lodestar,15,11,4,15,11,4,flew hill shortly talking wards strip operated qantas allied directorate air transport,Guinea,Comerciales,Avion
1943-12-17,22:00,Lockheed 18-56 Lodestar,10,7,3,10,7,3,went control cruising altiude crashed sea icing,Scotland,Comerciales,Avion
1943-12-18,00:00,Douglas C-47,3,0,3,3,0,3,cargo plane struck mountain attempting goaround,China,Comerciales,Avion
1943-12-19,09:00,Douglas C-47A-60-DL,31,27,4,31,27,4,crashed exploded en route,Australia,Militares,Avion
1943-12-29,15:00,Consolidated B-24 / Consolidated B-24,25,0,25,25,0,25,midair collision occurred crosscountry flight flying formation twelve kiled aboard 4207183 thirteen aboard 427408 faulty flying technique displayed pilot 427183,EE.UU,Militares,Avion
1944-02-10,23:00,Douglas DC-3,24,21,3,24,21,3,aircraft crashed river sank 18 miles southwest memphis snowstorm en route little rock cause undetermined,EE.UU,Comerciales,Avion
1944-02-10,00:00,Lockheed 14-H2 Super Electra,14,10,4,14,10,4,crashed burned taking,Mozambique,Comerciales,Avion
1944-02-20,00:00,Douglas C-47,2,0,2,2,0,2,cargo plane flew mountain,China,Comerciales,Avion
1944-02-21,17:00,Junkers JU-52/3m,16,13,3,16,13,3,radioing returning plane went missing never found,Greece,Comerciales,Avion
1944-03-22,00:00,Consolidated B-24 Liberator,21,0,0,21,0,0,disappeared en route noncombat mission wreckage found 39 years later 4301983,Guinea,Militares,Avion
1944-04-06,15:00,Pilgrim 100B,6,3,3,6,3,3,crashed shortly takeoff snow storm failure pilot recognize proximity ground due heavy snow entirely covered terrain,EE.UU,Comerciales,Avion
1944-04-21,00:00,Douglas DC-3,20,17,3,9,6,3,crashed 50 miles destination signal flare started onboard fire causing plane ditch,Norway,Comerciales,Avion
1944-04-25,00:00,Consolidated Liberator,16,11,5,16,11,5,crashed row houses shortly taking dorval airport,Canada,Comerciales,Avion
1944-05-26,00:00,Douglas C-47,12,9,3,12,9,3,enroute crew got lost crashed 22000 foot mountain tibet bad weather prevented pilot getting bearing radio station,China,Comerciales,Avion
1944-05-27,00:00,Douglas DC-3,14,0,0,14,0,0,crashed sea poor weather conditions,India,Comerciales,Avion
1944-06-06,01:00,Douglas C-47A,22,18,4,22,18,4,shot antiaircraft fire normandy invasion,France,Militares,Avion
1944-06-06,02:00,Douglas C-47A,22,17,5,22,17,5,shot antiaircraft fire normandy invasion,France,Militares,Avion
1944-06-06,01:00,Douglas C-47A-DL,22,18,4,22,18,4,shot antiaircraft fire normandy invasion,France,Militares,Avion
1944-06-08,00:00,Douglas C-47,6,0,6,6,0,6,plane discintigrated midaid jack pad removed right wing root left 4 large holes directly fuel tanks directly line exhaust throttles cut descend flame went far back holes flames went around fuel tank igniting fumes blew wing,China,Comerciales,Avion
1944-06-18,00:00,Douglas C-47,4,1,3,2,1,1,diverted kweilin chunking minimums holding kweilin 3 hours aircraft ran gas hit mountain demolished,China,Comerciales,Avion
1944-06-20,00:00,Lockheed 10C Electra,10,8,2,10,8,2,approach aircraft crashed river guiaba,Brazil,Comerciales,Avion
1944-07-11,16:00,Douglas A-26B Invader,2,0,2,2,0,2,smoke fire seen coming one engine aircraft crashed wing hit ground plane cartwheeled redbank trailer park,EE.UU,Militares,Avion
1944-07-23,00:00,R4D-5,17,15,2,17,15,2,plane disappeared flight australia los negros island last known position transmitted radio placed aircraft due south port moresby 11degrees south 60minutes flying time hit slope mountain owen stanley range wreckage finally found 1970 sources report accident happened region cairns,Guinea,Militares,Avion
1944-07-27,16:00,Douglas C-47A-DK,22,17,5,22,17,5,aircraft approached land began climb able gain sufficient altitude clear cloud shrouded cliff,Scotland,Militares,Avion
1944-08-03,20:00,Douglas C-47A-DL,28,24,4,28,24,4,crashed severe thunderstorm possibly hit lightning losing engines,EE.UU,Militares,Avion
1944-08-08,13:00,Sikorsky S-42 (flying boat),31,26,5,17,17,0,crashed third attempt lift water sank ocean loss control due captains inexperience handling particular type aircraft aircraft named hong kong clipper,Cuba,Comerciales,Avion
1944-08-12,18:00,Consolidated PB4Y-1,2,0,2,2,0,2,navy lieutenant joseph p kennedy jr 29 brother president john f kennedy killed flying mission england world war ii kennedy volunteered operation aphrodite completing two full combat tours killed explosiveladen pb4y flying blew air intending aim ship bail leaving another aircraft guide pb4y via remote control german submarine pen french coast apparently exploded armed switches photographic chase plane president franklin roosevelts son elliot roosevelt board,England,Militares,Avion
1944-08-23,10:00,Consolidated B-24H,3,0,3,3,0,3,bomber crashed school cafe attempting land warton air depot poor weather crash occurred thunderstorm heavy rain winds windshear,England,Militares,Avion
1944-08-28,01:00,Douglas C-54A-DC (DC-4),20,14,6,20,14,6,crashed roof residence poor visiblility attemping land transatlantic flilght,Scotland,Militares,Avion
1944-08-30,00:00,Lockheed 18 Lodestar,18,14,4,18,14,4,crashed fog short runway attempting land congonhas airport,Brazil,Comerciales,Avion
1944-09-07,00:00,C-47 Dakota DT-941,20,16,4,20,16,4,plane went missing en route merauke cairns last radio contact 15 minutes eta scientific expedition found wreckage january 1989 65 km northwest cairns height 1200 meters,Australia,Militares,Avion
